row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,prediction_decision_score,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
124,correct,"This is the second band (silver/gold) that I have ordered and they generally seem to last about a year. No complaints about that, as I wear it every day. I agree with some of the other raters in that a tool should have been included to do the adjustment. I had one left over from the last band I ordered, and it broke because the pins in the band were in so tight. So, along with the others, I will need to take this to a jeweler to adjust. This band is huge and it should be disclosed that the buyer will need (most likely) to get the band adjusted.",neu,neu,0.5398,0.2482,RoBERTa,"Base RoBERTa Neu = 0.6259 (contribution: 0.3432);
Base SVM Neu = 0.5726 (contribution: 0.1486);
Base NB Neu = 0.5727 (contribution: 0.0952);
Base RoBERTa Pos = 0.1065 (contribution: 0.0508);
Base NB Pos = 0.1987 (contribution: 0.0493)","Base VADER Compound = -0.4404 (contribution: -0.2044);
Base NB Neg = 0.2286 (contribution: -0.0086)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base SVM Neu, Base NB Neu, Base RoBERTa Pos, Base NB Pos. The main opposing signal was Base VADER Compound."
125,correct,"Until Thomas L. Thompson's ""The Mythic Past,"" this was the best (and still the briefest) read on the essential history behind the stories that inspire us. While the author questions orthodox (fundamentalist) interpretations (where do YOU draw the line between mythic truth and historical accuracy -- Adam & Eve? the Patriarchs? Moses? David & Solomon? Josiah?... you get the picture) it in no way interferes with a devout appreciation of the scriptures, or with a contemporary concern for the political integrity of the Holy Land, etc. Worth tracking down if you're interested in the subject.",pos,pos,0.4762,0.1489,RoBERTa,"Base RoBERTa Neg = 0.0177 (contribution: 0.2764);
Base RoBERTa Pos = 0.6334 (contribution: 0.2543);
Base SVM Neu = 0.2966 (contribution: 0.0364);
Base NB Neg = 0.217 (contribution: 0.0315);
Base SVM Pos = 0.3547 (contribution: 0.0306)","Base VADER Compound = 0.961 (contribution: -0.0482);
Base NB Pos = 0.2099 (contribution: -0.0318);
Base RoBERTa Neu = 0.3489 (contribution: -0.0183);
Base NB Neu = 0.573 (contribution: -0.0086);
Base SVM Neg = 0.3487 (contribution: -0.0025)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Neu, Base NB Neg, Base SVM Pos. The main opposing signal was Base VADER Compound."
126,correct,"THIS REVIEW IS NOT BASED UPON CONTENT OF BOOK - I thought this would be great to have on Kindle, so I could access it wherever I might be (visiting friends, on vacation or discussing cooking w/ others). Unfortunately, as a reference book, this publication on Kindle simply doesn't work. In fact, it's extremely frustrating. The otherwise logical linking of content (not unusual for a cookbook) - for example, a recipe for marinade referenced in a recipe for a certain cut of meat - cannot be accessed in any reasonable way. The text references page numbers, which are absent from the Kindle. There could be embedded links to take a reader to the referenced material, but there are no links in this. Even trying to do a word search is very frustrating as you may find a number of results and there is no easy way to determine which of the results is related to what you are seeking. In sum, a waste of money. My confession: this is the first reference-type book I've tried on Kindle, so perhaps this deficiency in the product / application is well-known, but I naively thought that such a common use of hot links would be an obvious tool to make the Kindle presentation of the book superior even to the paper version. Alas, that opportunity is not realized with this.",neg,neg,0.7313,0.7787,RoBERTa,"Base RoBERTa Neg = 0.8801 (contribution: 0.4746);
Base RoBERTa Pos = 0.0096 (contribution: 0.2177);
Base VADER Compound = -0.1744 (contribution: 0.1071);
Base SVM Neg = 0.6214 (contribution: 0.1019);
Base RoBERTa Neu = 0.1103 (contribution: 0.0933)","Base NB Pos = 0.1627 (contribution: -0.0278);
Base VADER Pos = 0.085 (contribution: -0.0085);
Base VADER Neg = 0.092 (contribution: -0.0049);
Base VADER Neu = 0.824 (contribution: -0.0022)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Neg, Base RoBERTa Neu. The main opposing signal was Base NB Pos."
127,correct,Nice head sett,pos,pos,0.4511,0.0185,RoBERTa,"Base RoBERTa Neg = 0.0701 (contribution: 0.2326);
Base RoBERTa Pos = 0.5398 (contribution: 0.1727);
Base VADER Pos = 0.583 (contribution: 0.0517);
Base VADER Neg = 0.0 (contribution: 0.0323);
Base SVM Neu = 0.338 (contribution: 0.0091)","Base RoBERTa Neu = 0.3902 (contribution: -0.0377);
Base VADER Neu = 0.417 (contribution: -0.0183);
Base SVM Pos = 0.3008 (contribution: -0.011);
Base VADER Compound = 0.4215 (contribution: -0.0079);
Base SVM Neg = 0.3612 (contribution: -0.0046)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Pos, Base VADER Neg, Base SVM Neu. The main opposing signal was Base RoBERTa Neu."
130,correct,She wore these 3 times and they already ripped/broke. Tried to return/exchange and wasn't allowed to. My daughter is so upset as this was her favorite Christmas present.,neg,neg,0.6381,0.5181,RoBERTa,"Base RoBERTa Neg = 0.8041 (contribution: 0.4068);
Base RoBERTa Pos = 0.019 (contribution: 0.2115);
Base VADER Compound = -0.0941 (contribution: 0.0896);
Base RoBERTa Neu = 0.1769 (contribution: 0.0622);
Base SVM Pos = 0.2199 (contribution: 0.044)","Base NB Pos = 0.186 (contribution: -0.0233);
Base VADER Neg = 0.107 (contribution: -0.0075);
Base VADER Pos = 0.096 (contribution: -0.0074);
Base SVM Neu = 0.3852 (contribution: -0.0044);
Base VADER Neu = 0.797 (contribution: -0.0011)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base SVM Pos. The main opposing signal was Base NB Pos."
132,correct,"The Swann camera is a good security system for either home or business uses. The system has a few hiccups - the motion sensor among them -- but is value priced and simple to use. The included 2GB SD card can record up to 3 hours of continuous footage. I recommend you upgrade to the 32GB SD card, which can handle up to two days of continuous recording. I won't repeat the issues addressed by other reviewers. Although, the motion sensor is temperamental, so expect to spend a bit longer than you might have wanted for the initial configuration. The Swann website offers these installation tips: * For best results do NOT point the camera towards a light source such as the sun or light. * Also do not have the camera in a shaded area looking out into a well lit area as this will display poor results. Example: If the camera is hidden in a mailbox, because the mailbox is dark inside the camera sensor will try to adjust according to the available light. But if outside the mailbox there is good light like sunshine, you will get poor results. The light to the camera sensor in the front of the camera needs to be the same as the light at the focal target for best results. * Power for Wired and Wireless Cameras, both types of cameras require a power source, although the camera maybe weatherproof the connections to the AV cable and power adapter are not. Please make sure that these connections are in a water or moisture free environment. * Over time the lens or front case glass may become dirty, please use a lint free cloth to clean both. Similar cloth that would be used to clean a CD Disc. * Power adapters: all power adapters are for indoor use only and must be shielded from outdoor elements. When using an outdoor camera, please use extension cords to power the camera and keep cables away from the outdoor elements. * When installing the camera, before screwing in the mounting bracket, check the image on the screen to see if the picture is clear from direct sun or light. In summary, with proper set-up, the Swann SWA43-D6C12 Digital Wireless Camera and 4 Channel SD Recorder works better than the Defender Alarm Clock DVR with Built-in Color Pinhole Camera, another security system I tested as part of the Amazon Vine Program. Rating: Three stars.",neu,neu,0.4453,-0.0006,VADER,"Base VADER Compound = 0.994 (contribution: 0.1833);
Base RoBERTa Neu = 0.4383 (contribution: 0.1393);
Base NB Neu = 0.5838 (contribution: 0.1);
Base SVM Pos = 0.0851 (contribution: 0.0503);
Base NB Pos = 0.1982 (contribution: 0.0496)","Base SVM Neu = 0.17 (contribution: -0.1222);
Base SVM Neg = 0.745 (contribution: -0.0781);
Base RoBERTa Pos = 0.5059 (contribution: -0.0355);
Base NB Neg = 0.218 (contribution: -0.0094);
Base VADER Neg = 0.05 (contribution: -0.0066)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from VADER. The top supporting features were Base VADER Compound, Base RoBERTa Neu, Base NB Neu, Base SVM Pos, Base NB Pos. The main opposing signal was Base SVM Neu."
133,correct,Granddaughter loves itMy granddaughter is 5 and is tall for her age.We got a 4 and it fits perfect,pos,pos,0.7286,0.7845,RoBERTa,"Base RoBERTa Pos = 0.9643 (contribution: 0.5424);
Base RoBERTa Neg = 0.003 (contribution: 0.2886);
Base RoBERTa Neu = 0.0327 (contribution: 0.1305);
Base NB Pos = 0.5922 (contribution: 0.0945);
Base NB Neg = 0.1761 (contribution: 0.0421)","Base VADER Compound = 0.8126 (contribution: -0.0371);
Base VADER Neu = 0.654 (contribution: -0.0059)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base NB Pos, Base NB Neg. The main opposing signal was Base VADER Compound."
134,correct,The sound quality was terrible. The headsets themselves felt great and durable,neg,neg,0.5345,0.2412,RoBERTa,"Base RoBERTa Neg = 0.6609 (contribution: 0.279);
Base RoBERTa Pos = 0.0426 (contribution: 0.196);
Base NB Neu = 0.2534 (contribution: 0.0406);
Base NB Neg = 0.5092 (contribution: 0.0217);
Base SVM Neg = 0.3823 (contribution: 0.0174)","Base VADER Neg = 0.18 (contribution: -0.0203);
Base NB Pos = 0.2374 (contribution: -0.0133)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Neu, Base NB Neg, Base SVM Neg. The main opposing signal was Base VADER Neg."
135,correct,Not all wool as title implies. Very cheaply made.,neg,neg,0.5249,0.2073,RoBERTa,"Base RoBERTa Neg = 0.6411 (contribution: 0.2613);
Base RoBERTa Pos = 0.0243 (contribution: 0.208);
Base VADER Compound = 0.0 (contribution: 0.069);
Base NB Neu = 0.3 (contribution: 0.0218);
Base VADER Neg = 0.0 (contribution: 0.0111)","Base VADER Pos = 0.0 (contribution: -0.0172);
Base RoBERTa Neu = 0.3346 (contribution: -0.0115);
Base VADER Neu = 1.0 (contribution: -0.0092);
Base SVM Pos = 0.331 (contribution: -0.0073)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base NB Neu, Base VADER Neg. The main opposing signal was Base VADER Pos."
138,correct,"This book started with a bang and got me hooked. It is a very interesting premise and the accounts that Gladwell started with were relevant and powerful in illustrating his thesis. Halfway through the book, the different stories Gladwell included become less and less pertinent to his central thesis. The point becomes really diffuse in the second half of the book and he almost lost my interest. One of the stars in my rating is from the fact that it is a decent effort and an interesting premise, but could be executed better to maintain readers' interest.",neu,neu,0.538,0.2445,RoBERTa,"Base RoBERTa Neu = 0.5353 (contribution: 0.2447);
Base VADER Compound = 0.9138 (contribution: 0.1617);
Base NB Neu = 0.5838 (contribution: 0.1);
Base NB Pos = 0.1989 (contribution: 0.0493);
Base RoBERTa Neg = 0.1939 (contribution: 0.0161)","Base VADER Neg = 0.014 (contribution: -0.0237);
Base NB Neg = 0.2174 (contribution: -0.0095);
Base SVM Neu = 0.3413 (contribution: -0.007);
Base SVM Pos = 0.346 (contribution: -0.0067)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base NB Neu, Base NB Pos, Base RoBERTa Neg. The main opposing signal was Base VADER Neg."
139,correct,The cable works great and I'm very pleased with the purchase. Works exactly as described for the classic Xbox.,pos,pos,0.754,0.8758,RoBERTa,"Base RoBERTa Pos = 0.9717 (contribution: 0.5489);
Base RoBERTa Neg = 0.0032 (contribution: 0.2885);
Base RoBERTa Neu = 0.0252 (contribution: 0.1341);
Base SVM Pos = 0.4478 (contribution: 0.1026);
Base NB Pos = 0.602 (contribution: 0.0977)","Base VADER Compound = 0.807 (contribution: -0.0367);
Base VADER Neu = 0.7 (contribution: -0.0036)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base SVM Pos, Base NB Pos. The main opposing signal was Base VADER Compound."
141,correct,"The Lorex LW2731 package comes with a 7 inch full colour LCD monitor and one security camera. The monitor is a bit on the small side coming in at 7 inches but supports up to 4 video feeds. The camera is also a tad on the largish side measuring around 4 inches (much larger than a webcam) but has built in LED lights for illumination. When I received this unit I thought I would set up the camera at the front of my house on the porch overhang pointing at my front door. This proved to be a bit of a pain in that both the camera and the monitor require mains power (no battery option). The power adapter for the camera, although it has a fairly generous amount of chord, was not enough to put the camera where I wanted so I had to rethink. Another problem with this is that you end up having to drill a hole through your wall in which to put the power cable, so not a quick easy solution. This leads me to another point. If a thief or whomever is determined to break into your house, then its a very simple case of just having to snip the wire and the camera won't work. It would have been much better for the camera at least to run off batteries. The wireless part of this unit is the video feed from the camera to the monitor, not the monitor to your home network. You have the ability to view the camera feed over skype (a good option) so that you can see your video feeds from anyplace, however in order to do this you must hook the monitor into your computer (cable supplied) and leave your computer running all the time (you must also remember to turn off power saving features on your computer). The video quality that the camera transmits is excellent. Better than some of the security camera footage you see on the news and the camera works very well whether in bright light or with the aid of the built in LEDs and sensor at night. The range of the wireless feed seems to be good. I couldn't find anyplace in my 3 story house where I couldn't pick up the video feed, even when I placed the camera in the top corner of a bedroom on the top floor and took the monitor down to the opposite corner of my bottom floor, so it was travelling a fair distance and through a lot of wood and concrete. If you are thinking of buying this unit to monitor the outside of your house (which I think most people would), then be prepared to have to do some work and drill holes in your walls to do this. Also be prepared to have to rethink where you wish to put the camera due to the power cables length. This is a major shortcoming of this unit in my opinion. If you are just looking to monitor the inside of your house or small business then this unit will work great, with the addition of some extra cameras. Overall then, a good security system once setup but has some fairly big flaws.",neu,neu,0.5207,0.217,RoBERTa,"Base RoBERTa Neu = 0.6247 (contribution: 0.3419);
Base VADER Compound = 0.9949 (contribution: 0.1836);
Base NB Neu = 0.5806 (contribution: 0.0986);
Base RoBERTa Pos = 0.0682 (contribution: 0.059);
Base SVM Pos = 0.0823 (contribution: 0.0509)","Base SVM Neu = 0.1143 (contribution: -0.1597);
Base SVM Neg = 0.8034 (contribution: -0.0892);
Base VADER Neg = 0.034 (contribution: -0.0142);
Base NB Neg = 0.2171 (contribution: -0.0095)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base NB Neu, Base RoBERTa Pos, Base SVM Pos. The main opposing signal was Base SVM Neu."
144,correct,"The Wheel of Time had a a lot of momentum in the first 4 or 5 books, but 6-8 are slow-paced at best. Thats not necissarily a bad thing though. There were not really any dull moments that I could find, it's just that detail fills up so much of the book that the plot progresses slowly. If you like Jordan's characters, you will be interested enough to read through the book and find out what happens to them. Overall, its a decent book, just don't expect a whole lot to happen in it.",neu,neu,0.5324,0.2623,RoBERTa,"Base RoBERTa Neu = 0.5212 (contribution: 0.2294);
Base VADER Compound = 0.9664 (contribution: 0.1759);
Base NB Neu = 0.5618 (contribution: 0.0904);
Base NB Pos = 0.1978 (contribution: 0.0498);
Base SVM Neu = 0.4097 (contribution: 0.0391)","Base VADER Neg = 0.0 (contribution: -0.0304);
Base RoBERTa Pos = 0.4333 (contribution: -0.0198);
Base NB Neg = 0.2405 (contribution: -0.0077);
Base VADER Pos = 0.195 (contribution: -0.0046)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base NB Neu, Base NB Pos, Base SVM Neu. The main opposing signal was Base VADER Neg."
145,correct,great concept but such a pain to program and get songs onto the thing. I returned,neg,neg,0.4477,0.0035,VADER,"Base VADER Compound = -0.4404 (contribution: 0.1653);
Base RoBERTa Pos = 0.1243 (contribution: 0.1424);
Base RoBERTa Neg = 0.4011 (contribution: 0.047);
Base NB Neu = 0.2603 (contribution: 0.0378);
Base SVM Neg = 0.3818 (contribution: 0.0172)","Base RoBERTa Neu = 0.4746 (contribution: -0.0768);
Base VADER Neg = 0.234 (contribution: -0.0297);
Base NB Pos = 0.2773 (contribution: -0.0056);
Base VADER Pos = 0.134 (contribution: -0.0035)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from VADER. The top supporting features were Base VADER Compound, Base RoBERTa Pos, Base RoBERTa Neg, Base NB Neu, Base SVM Neg. The main opposing signal was Base RoBERTa Neu."
147,correct,I recieved this book for a Christmas present .I haven't read it but know the person I got it for will enjoy it. I got it on time really before I exspected it .Good service .I think if you want something fast you should order from this company.,pos,pos,0.6171,0.4407,RoBERTa,"Base RoBERTa Pos = 0.9005 (contribution: 0.4868);
Base RoBERTa Neg = 0.0081 (contribution: 0.2844);
Base RoBERTa Neu = 0.0914 (contribution: 0.1029);
Base VADER Neg = 0.0 (contribution: 0.0323);
Base SVM Neu = 0.3223 (contribution: 0.0194)","Base VADER Compound = 0.8625 (contribution: -0.0408);
Base NB Neg = 0.4807 (contribution: -0.0363);
Base NB Pos = 0.2808 (contribution: -0.0084);
Base SVM Neg = 0.3701 (contribution: -0.0061);
Base SVM Pos = 0.3076 (contribution: -0.0058)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base VADER Neg, Base SVM Neu. The main opposing signal was Base VADER Compound."
148,correct,"Public Reviews Written by YouReviewer Rank: 35 Page: 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11-20pixelThe Great and Secret Show: the First Book of Art by Clive BarkerEdition: Unknown BindingAvailability: This item is currently unavailable.Not Really For Me, 17 Jun 2007Clive Barker was born in 1952 and he is the best-selling author of a large number of books, including his first book for children, The Thief of Always. He is also an acclaimed artist, film producer, and director. For four years Mr, Barker has been working on a vast array of paintings to illuminate the text of The Books Of Abarat, over one hundred of which can be found within this first volume.Mr. Barker lives in California with his partner, the photographer David Armstrong, and their daughter, Nicole. They share their house with four dogs, five goldfish, a parrot and a large number of other pets of all shapes and sizes.This book is a fantasy novel and describes a race against time to try to find the secret of ""The Art"" - a state of being or consciousness which allows its owner to transcend their humanity and enter into a heightened spiritual state - between Fletcher and the evil-intentioned Jaffe.I had heard such good things about this author that I felt I really ought to get round to reading one of his books. I can understand the attraction of the book, but it was not really my kind of thing. That is not to say that someone interested in this type of book would not find it a page turner and I am certainly not going to start to criticise the book until I have read other offerings from the author. Suffice to say it just did not do it for me.",neu,neu,0.487,0.1135,RoBERTa,"Base RoBERTa Neu = 0.6331 (contribution: 0.351);
Base VADER Compound = 0.8248 (contribution: 0.1376);
Base NB Pos = 0.1691 (contribution: 0.0629);
Base RoBERTa Neg = 0.0676 (contribution: 0.0292);
Base VADER Pos = 0.066 (contribution: 0.0174)","Base SVM Neu = 0.1781 (contribution: -0.1168);
Base NB Neu = 0.2682 (contribution: -0.0375);
Base SVM Neg = 0.4848 (contribution: -0.0288);
Base VADER Neg = 0.021 (contribution: -0.0204);
Base SVM Pos = 0.3371 (contribution: -0.0048)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base NB Pos, Base RoBERTa Neg, Base VADER Pos. The main opposing signal was Base SVM Neu."
151,correct,"The neckline sags and will not lay flat. I am 5-4, 130#. The neckline sag in a really weird way, not just like it was too big. The pic from another review showing the sagging neckline is how mine fit. The arms are way too tight. Too bad I missed the return window. :\",neg,neg,0.7134,0.7179,RoBERTa,"Base RoBERTa Neg = 0.8478 (contribution: 0.4458);
Base VADER Compound = -0.8226 (contribution: 0.2488);
Base RoBERTa Pos = 0.0101 (contribution: 0.2174);
Base RoBERTa Neu = 0.1422 (contribution: 0.0784);
Base NB Neu = 0.2534 (contribution: 0.0406)","Base NB Pos = 0.1734 (contribution: -0.0258);
Base VADER Neg = 0.203 (contribution: -0.0243);
Base VADER Pos = 0.042 (contribution: -0.0129)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base VADER Compound, Base RoBERTa Pos, Base RoBERTa Neu, Base NB Neu. The main opposing signal was Base NB Pos."
154,correct,"I really hate that at the top of the lens, the manufacturers name is written. Makes them looks cheap. They should have printed it along the sides on the plastic where it is not as noticeable. I guess you get what you pay for.",neg,neg,0.6828,0.6304,RoBERTa,"Base RoBERTa Neg = 0.9018 (contribution: 0.494);
Base RoBERTa Pos = 0.0068 (contribution: 0.2195);
Base VADER Compound = -0.5563 (contribution: 0.1906);
Base RoBERTa Neu = 0.0914 (contribution: 0.1021);
Base SVM Pos = 0.2215 (contribution: 0.0433)","Base NB Neu = 0.5357 (contribution: -0.073);
Base NB Pos = 0.1977 (contribution: -0.0211);
Base VADER Pos = 0.039 (contribution: -0.0132);
Base NB Neg = 0.2666 (contribution: -0.0093);
Base VADER Neg = 0.117 (contribution: -0.0093)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base SVM Pos. The main opposing signal was Base NB Neu."
155,correct,"Sure, it bows out the side of my NZXT Tempest, but this heatsink cannot be beat. Plus, it looks great - really stands out amongst the (sadly not yet dead) trend of flashy blue LEDs.",pos,pos,0.574,0.3184,RoBERTa,"Base RoBERTa Pos = 0.8705 (contribution: 0.4607);
Base RoBERTa Neg = 0.0154 (contribution: 0.2782);
Base RoBERTa Neu = 0.1141 (contribution: 0.0922);
Base VADER Neg = 0.0 (contribution: 0.0323);
Base SVM Neu = 0.3089 (contribution: 0.0283)","Base NB Neg = 0.5662 (contribution: -0.0583);
Base SVM Pos = 0.2666 (contribution: -0.0375);
Base NB Pos = 0.1928 (contribution: -0.0375);
Base VADER Compound = 0.8074 (contribution: -0.0367);
Base SVM Neg = 0.4245 (contribution: -0.015)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base VADER Neg, Base SVM Neu. The main opposing signal was Base NB Neg."
158,correct,My shirt showed up smelling of fish/ mildew covered in actual mold i was able to wash it and remove the smell but material is cheap quality very thin,neg,neg,0.6207,0.4565,RoBERTa,"Base RoBERTa Neg = 0.8633 (contribution: 0.4597);
Base RoBERTa Pos = 0.0079 (contribution: 0.2188);
Base RoBERTa Neu = 0.1288 (contribution: 0.0846);
Base VADER Compound = 0.0 (contribution: 0.069);
Base SVM Neg = 0.4063 (contribution: 0.0258)","Base NB Neu = 0.4953 (contribution: -0.0568);
Base VADER Pos = 0.0 (contribution: -0.0172);
Base NB Pos = 0.2263 (contribution: -0.0155);
Base VADER Neu = 1.0 (contribution: -0.0092);
Base NB Neg = 0.2783 (contribution: -0.0078)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base VADER Compound, Base SVM Neg. The main opposing signal was Base NB Neu."
159,correct,"Very thin, some raffles",neu,neu,0.4843,0.1087,RoBERTa,"Base RoBERTa Neu = 0.7051 (contribution: 0.4292);
Base RoBERTa Pos = 0.0767 (contribution: 0.0572);
Base VADER Pos = 0.0 (contribution: 0.0287);
Base NB Pos = 0.2698 (contribution: 0.0167);
Base RoBERTa Neg = 0.2182 (contribution: 0.0135)","Base VADER Compound = 0.0 (contribution: -0.0853);
Base VADER Neg = 0.0 (contribution: -0.0304);
Base SVM Neu = 0.3271 (contribution: -0.0165);
Base SVM Neg = 0.3543 (contribution: -0.004);
Base SVM Pos = 0.3185 (contribution: -0.0008)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base RoBERTa Pos, Base VADER Pos, Base NB Pos, Base RoBERTa Neg. The main opposing signal was Base VADER Compound."
161,correct,"This book was awful! The writing was very well done, but the plot was terrible. I really hated this book and it's the last one I read by John Saul. This one really did me in. It is about the occult and family curses and a Ouija board. It definitely made an impression on me. It's about the Conger family curse. Their youngest daughter, Sarah, was looked on as being mentally ill simply because she had been so traumatized she couldn't talk; when really, the older daughter, Elizabeth, was the one that belonged in the Looney bin. She killed three kids and her pet cat and played tea party with them and a skeleton in a cave shaft. Sarah saw everything she did but couldn't talk so tried in other ways to tell her parents what was going on but they didn't get it and blamed her for things. Sarah was institutionalized for 15 years! The ending is awful too. It's just sad and depressing from cover to cover and never gets better. I wouldn't recommend this to anyone!",neg,neg,0.7288,0.7651,RoBERTa,"Base RoBERTa Neg = 0.9236 (contribution: 0.5135);
Base VADER Compound = -0.9927 (contribution: 0.286);
Base RoBERTa Pos = 0.0053 (contribution: 0.2205);
Base RoBERTa Neu = 0.0711 (contribution: 0.1116);
Base NB Neu = 0.2614 (contribution: 0.0374)","Base VADER Neg = 0.242 (contribution: -0.0311);
Base SVM Neg = 0.2491 (contribution: -0.0297);
Base NB Pos = 0.175 (contribution: -0.0255);
Base SVM Neu = 0.4425 (contribution: -0.0118);
Base VADER Pos = 0.064 (contribution: -0.0107)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base VADER Compound, Base RoBERTa Pos, Base RoBERTa Neu, Base NB Neu. The main opposing signal was Base VADER Neg."
162,correct,"This is not Sklansky's best work. The books does have 2 or 3 good concepts but the rest of the book is vague. I wish he had combined this useful info in another book. The rest of the book is junk, with some filler quizes and crap advice. I mean geesh...his discussion on final table play is horrible.",neg,neg,0.574,0.3356,RoBERTa,"Base RoBERTa Neg = 0.8865 (contribution: 0.4803);
Base RoBERTa Pos = 0.0096 (contribution: 0.2177);
Base RoBERTa Neu = 0.104 (contribution: 0.0962);
Base SVM Neg = 0.354 (contribution: 0.0074);
Base VADER Neu = 0.647 (contribution: 0.0048)","Base NB Neu = 0.5808 (contribution: -0.0912);
Base NB Pos = 0.1993 (contribution: -0.0208);
Base VADER Neg = 0.168 (contribution: -0.0182);
Base NB Neg = 0.2199 (contribution: -0.0153);
Base SVM Pos = 0.3242 (contribution: -0.0042)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base SVM Neg, Base VADER Neu. The main opposing signal was Base NB Neu."
163,correct,It's soft and well made. It needs to be just an inch longer to fit my wallet and Kindle.,pos,pos,0.554,0.2977,RoBERTa,"Base RoBERTa Neg = 0.041 (contribution: 0.2568);
Base RoBERTa Pos = 0.5862 (contribution: 0.2131);
Base NB Pos = 0.5901 (contribution: 0.0938);
Base SVM Pos = 0.3994 (contribution: 0.0651);
Base NB Neg = 0.1765 (contribution: 0.042)","Base RoBERTa Neu = 0.3728 (contribution: -0.0295);
Base VADER Compound = 0.5574 (contribution: -0.018)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Pos, Base SVM Pos, Base NB Neg. The main opposing signal was Base RoBERTa Neu."
