Text,Sentiment
Nice light weight case with magnetic cover but does NOT have the sleep/wake feature!,neu
"This book, subtitled ""A Story of Race and Inheritance"", is a written self-portrait of the beliefs of our president. It has four sections, written in 1995, in which he describes himself as an angry black activist who is a close friend and admirer of his pastor, Reverend Jeremiah Wright, a follower of Niebuhr, Tillich and Black Freedom Theology.No one who plans to vote in the November elections should fail to read this book!",pos
"My 2 year old son loves these little mittens, they fit well and they keep his hands warm.",pos
"This is my new favorite beach cover up!!the pattern is absolutely beautiful, the quality is good (not ichy or scratchy) & I love the little tassels on the ends! Super flowy & perfect for the beach or pool.",pos
"I had purchased this to replace the older version (Cordless Desktop Pro) of Ergo board from Logitech that I ABSOLUTELY LOVED but my wife had spilled water on and killed. I don't know why they changed the key feel but like some others have said it IS a bit stiff. I had an older M$ Natural (v1 of the 4000 w/o the scroll wheel in the split) and it just died now I am at a crossroads. I tried the Logitech wave but I am used to the key placement and comfort of a split keyboard and it's just not the same. The key touch of the Comfort Laser is responsive and accurate but the keys themselves are ""stiff"" so if you prefer a softer touch keyboard then you may consider something else. Otherwise it IS a good keyboard. I have never tried the mouse so I cannot praise or criticize that part of the product.",neu
"Ok, I could print the return label so I'm stuck with these things.. They are nothing like they appear.. this are socks that don't stay up and they or more like stockings, DO NOT WASTE YOUR MONEY.",neg
It was hard to get the wire into the right spot.,neu
"I'm 5'2, was way too long for me. I am going to get it altered to be a high/low though. Fabric is lightweight and nice.",pos
"I was expecting a powerful 45 second approach to get a sale that could possibly change my life. What I found was a series of napkin drawings that, if I was an artist, and if I had a couple hours, I might be able to use and confuse a potential client or customer about my complicated way of explaining network marketing. This book was a waste of my money.",neg
"The subtitle of the book ""The Basics and Beyond"" is a good description of the contents. There are many beautiful photos. There is great design inspiration in the book. It is perhaps more comprehensive than the beginner can digest.This is not a great book from which to learn to weave. That basic information is spread throughout the book, but there can be an overwhelming amount of advanced concepts, for which the beginner brain is not ready, along with the basics.Although it contains a large amount of useful information for all weavers, it is also not a book that makes it easy to find that bit of information you need that you know is in there.",neu
I like how they look but really haven't used them yet.,neu
"It doesn't look as new as the other two books I've ordered, but it's one hundred percent readable. It's a good book!",neu
OontZ XL - My Defective Problem,neg
A solid entry level record player,neu
"It's scary, exciting, and fun all at the same time! I love the first book too!",pos
Can purchase better quality in the Dollar Tree for a lot less.,neg
"Great idea, but did not meet my needs.",neu
"I like it, not too bad for the prize. my faceplate fits just fine. and it's not to bulky to carry in my purse.",pos
"Decent bag, but the interior has limited options for ...",neu
"My mom got me these for christmas and whike they are cool shore, the blue lights on the right sgoe stipped working after one hour of wear. I thought the battery had run out but it was the lights themselves that stipped working. They are still cool shoes but im bummed the lights didnt last longer",neg
"This device does what it advertises and works well enough. For me, it has limited use but is handy for storing videos to view on my Kindle Fire. It was a good value for the money, but has a few issues for me. One problem I have is that I have to give up my wireless connection to connect to the drive. Switching back and forth is a hassle. The drive has a slide back hood over the insertion device and when the ports are physically close together it makes plugging it in next to other USB plugs a little difficult. The only other thing I could wish for is that it had a little wire ring that would allow me to attach it to my key ring. Those are minor issues though and it makes a great addition to my Kindle and/or cell phone when I want to carry additional music or videos.",neu
"This lens is a great compromise solution for the pro-sumer photographer. The sharpness and resolving power can be exceptional in reasonable lighting and it is light and small enough to be carried around all day. I have used the very expensive 200-400mm f/4 pro lens and believe I will get more good shots with this lens, simply because it will get more use. I don't know if it will be as durable, but it will sure be useful and fun to use. I bought this lens after giving up on a non-Nikon 150-500mm product. While my old lens was good value at the time, I became increasingly frustrated with the low percentage of acceptably sharp results. So far the 80-400mm has produced much better results with excellent color and fast/accurate autofocus performance. The results show a great bokeh and accurate exposure when corrected by half a stop. The VR system seems effective and I have not had to turn it off during most shoots. I had to return the first unit received as it would not lock on to an isolated subject in the AF-C mode on my D800 body. The AF system would jitter continuously and deliver blurred results. This problem could be fixed by switching to AF-S (with a single focusing zone) but this was an intolerable performance problem at this price. The second unit arrived with far better packaging than the first, but I don't know if that was a contributing factor in causing the problem. Updated: Downgraded by two stars due to AF-C problems on a second copy with D800",neu
"small for a young child""s wrist.Beads are not 6mm",neg
Great for my needs - wanted a holder for a Note 3 and the Qi Charger,pos
"While I found the book had some good ideas, it was clearly not edited by anyone who knows basic grammar. It seemed like a rough draft, and the typos and errors in punctuation, run-on sentences and even capitalization drove me nuts. I couldn't finish it, which is really too bad. If the author is reading this, please get that old grammar book out and really proof your work. This is really unprofessional, and I KNOW you can do better.",neg
Super cute and soft but too tight to be comfortable in. Ordered a size 9 and they were too small. I recommend going up a size.,neu
I ordered a medium but it fit like a small. I recommend ordering one size up.,pos
"I cannot recommend, but it may be my location",neg
This was really a cute key chain. I gave this with a couple of other items to my grandsons bus driver at the end of the year.,pos
"The Futurist is a fresh, smart, current and hilarious new novel written by James P. Othmer. It is the tale of Yates, the futurist, whose world is turned upside-down when his girlfriend dumps him for a 6th grade History teacher. This, and other timely events, sends his life into another dimension of reality. His journey is so complex, rich and raucously funny that it was hard to put the book down. I highly recommend this book to anyone with a sense of humor and a social conscience.",pos
"This book makes a couple of good points...........but that is all this book has. The authors repeat themselves time and again. A book that is 149 pages could easily be 30. Although it is funny,I would say it is worth around.... [$]",neu
The product is exactly as described.,pos
"Summer is the season of the beach book; novels are selected because they are fluffy confections to be read on autopilot without a second backward thought. Classics are chunky, pedantic things; something to be read only if a gun is pressed to one's skull and VC Andrews is dangled like fleshpot flashlight at the end of a long dark tunnel. Luckily for us, Jordan Stump dove headfirst into Jules Verne's original French text and emerged with a book that is a happy marriage of the two: all of the melodramatic adventure and none of the tedious language from the original translation.The book speeds swiftly along, despite its size, and I often found myself reading several hundred pages when I'd only meant to take in a few chapters. The more modern linguistic style lends itself to readability even when some of the story is just pointless listing or telling rather than showing that would normally annoy me. Speaking of which, some things do strain the book's credibility, like the fact that Cyrus can invent everything *except* a way to get off the bloody island (Not unlike the Professor on Gilligan's Island) and there are more than a few fortuitous coincidences that will leave you snorting until you find out later that they're a deliberate part of the plot. Nothing much really actually 'happens' outside of the basic survival story until the pirates show up to provide some much needed conflict in part three where things become suspenseful, fun, and only slightly violent.Ferat's etchings are wonderful snapshots of the action, with the exception of a few sad reprints with far too much ink that render some scenes nearly unseeable. His portrayal of the castaways battling a whale may not be accurate (In fairness, how many anatomical renditions of sea life were really available for study in the 1800's?) but the spiky-flippered sea monster he creates is awe-inspiring.Unfortunately, some of these pictures are placed on pages that come before the actual events in the text and they, along with the introductions, often give away major plot points. The chapter sub-headings are equally guilty of spoiling surprises and you have to train yourself not to peek so nothing important is given away. Because of when this was written there is an uncomfortable moment or two where racism and stereotyping come into play i.e.; the black man who remains with his master out of devotion even after being freed and an orangutan's face being described as 'almost human' like 'that of an Aborigine', but they quickly disappear as characters evolve. This book is strangely listed as being abridged but nowhere in the book itself is there any indication that the translator has cut anything.3 1/2 stars for a literary classic that has finally had justice done to it and now actually begs to be read by all ages. It doesn't bludgeon you over the head with outdated language or force you to overanalyze themes. It's ideal for summer reading but won't turn you brain into jelly. As Pencroft would say 'Hurrah!'",neu
"Work well - extremely economical - feel a tad cheap - however, they do the job!",pos
"Wait to check out the paperback from the library. Ed Morales' best writing was at the beginning of his career in the Village Voice, where he displayed a passion for writing. This book smacks of someone trying to stay relevant in a desperate fashion akin to a Crackhead looking for rock in the gutter.",neg
"Waste of time and money, no support from website, drivers installation with errors.",neg
"Look good and light, but the size is not right",neu
The Great Deluge is what I expected and more. After seeing Douglas Brinkley on Tavis Smiley late night I was pleased with his attitude and picked up the book. What a great read!!! The first 30 pages are like reading four novels they are so packed with info. Fantastic!-Matthew Wolak,pos
"A good non-fiction book chronicling life and hardships in the Rocky Mountain West before it was really 'settled'. The author traveled and interacted with all manner of people (Mexicans, French Canadians, American Indians etc.) that were roaming/working in that area during the 1840's. This book makes you realize how pampered a life we now lead and that we really have no concept of being truly cold, without shelter, lost and hungry or being in danger of losing our lives due to the elements or through violence. There is also a lot of humor in this book. It is all the more remarkable in that the author has an excellent writing style and vocabulary. He also shows not a little horror at some western 'justice'... imagine my surprise when I learned that Lewis Garrard was only 17 when he embarked on this journey and the book was first published three years later. One portion of this book is apparently the only written eyewitness account of the trial and hanging of the 'revolutionaries' at Taos, NM. Worth reading!",neu
"This is beautiful, and looks like the model…Only thing is—It's a bit too large…so I need to wear a tank under it, but I could just take it in on the one seat, and tighten it up a bit. I adore the colour.",pos
I'm starting a small business and I needed a book to help me with making a lot of soap in one time. The recipes usually make about 30-40 bars in one shot. If you're buying this for personal use I'D PASS. On the other hand if you're looking to sell soap go for it. Now the problem is there are NO pictures showing the final product! I like to see what i'm making and I'd like to see if mine looks the same when I'm done. They basically have little drawings if that's what you want to call them..not to helpful it that area. It's an O.K. book....it gives you the list of things you need to make soap and that's what I basically bought it for...,neu
"This card did not work in my computer. A computer repair store diagnosed the card as defective as one of its' chips was overheating. A second card sent by Amazon did the same thing. Gigabyte blamed the problem on my computer, first that I did not have enough power (bought new power supply) and then on the motherboard (too old). Amazon simply solved the problem and took the card back for credit. Thanks Amazon.",neg
Did not work for me. Disappointing overall quality,neu
"The book Red Strangers is about a savannah tribe and the people in it. It focuses on one family in particular in which there are two boys, (this is where the names get mixed up) the older son is Muthengi, and the younger on is Matu. Muthengi is a warrior, where as Matu was sick as a boy, and he never really fully recovered. This book demonstrates the concept of ethnocentism, because the white people judge the tribes way of life by their own standards and don't even give the tribes people a chance. The tribesmen spend alot of time slaughtering goats, and going on journeys.",neg
Great Quality for price.,pos
"This is a super cute top that fits well...HOWEVER, it isn't even close to being a loose top that would fall off the shoulder if you wanted too (like the picture suggests). It stops right below the stomach with a tiny bit of stretch.",neu
"I thought the movie version of this graphic novel by Alan Moore was decent but believe me, reading this novel is a much better experience. It goes far beyond anything seen in the film and has a much different ending, so even if you've seen the film you'll still love this story. Like all of Alan Moore's works, the story is complex and builds to the final pages with a great payoff. V really is one of the most unique characters in modern fiction, and this book even includes some extras in the back, including an interview with Alan Moore and some early concept art and promotional work. If you haven't read this novel, buy it, if you've read it in the past spring for the hardcover because you'll want to read it many more times in the future.",pos
"As I had consumed all my leCarré, I sought something to fill the space of a long plane flight. This was suggested to me. If you are a JlC fan, be forewarned, this book's low-calorie diet will be very disappointing. Short on detail, a lot of repetitive word usage, even trite phraseology....it's all here. I have been told that this is not AF's best stuff, and I have no doubt that might be true. This feels formulaic, hurried. Remember the movie Foreign Correspondent? This book, of course, is not that story, but it illustrates an unusual point for me. Ordinarily, print has so much advantage over film in its ability to evoke imagination and supply rich textures. After all the praise of AF for his ability to evoke the moody 1930s, I was certainly jazzed to get some of that. But not this book. I was consistently aware I was reading a novel, unengrossed, unpersuaded, no disbelief suspended. The movie TFC, in contrast, is extremely effective in transporting you to pre-war times. It could well be--indeed, I have zero trouble imagining--that a movie of AF's book would actually be more interesting than the book itself, that in the hands of a great dirrector, it could be quite compelling. That's how unsatisfying the book is.",neg
This is a Christmas gift,neu
"I've had this for a few years and it's given me mostly good service. I only use it in a studio to photograph art, so no rough treatment or lugging and banging around. The plastic crank that raises and lowers the platform the camera attaches to has had a small plastic piece broken off that causes the handle to pop off of the tripod when you try to turn it, necessitating grabbing the top and pulling it up/pushing it down by hand before tightening the ring that holds it in place. I've also replaced the quick release platform for the same reason: breaking off of small plastic parts. If you're more professional, I wouldn't count on this for something that's expected to take wear and tear.",neu
Cheap looking IRL,neu
I have only used a few but the work great! I will buy again.,pos
"I understand this is a used book, but at least 100 pages with all kinds of activities are already filled out. Really? Some in pen!!!Very disappointed.",neg
Anderson is just a terrible writer. But if the story is good enough you can grit your teeth and find some enjoyment. The Darksaber story is not one of those. Don't read this bood.,neg
PRO: Not a bad pouch overall. CON: 1. Belt loop not located correctly that caused the camera to fall from the pouch on occasion if the the top flap wasn't fully secured. 2. Top flap Velcro tended to loose its grip over time. 3. Stitching tour loose from the belt loop that ended its relatively sort life. I would not recommend this pouch because of its short life.,neu
I ordered this along with 3 men's bibs as a joke for our upcoming cruise. They are well made and will definitely serve the purpose! Nice that they are washable!,pos
"Well designed and built bow tie antenna. Holds up to the wind, ice, and snow with no issue. Has worked flawlessly for me for over a year.",pos
A month and works fine,pos
"Bought this screen protector to replace a similar product I bought from GGS on Amazon. This Neewer screen protector cracked the day after I got it. It was sitting on my car seat, and must have bumped against other lenses sitting on the seat. This is really fragile compared to the GGS screen protector which only had a tiny chip after I dropped the camera onto concrete.",neg
"I have had it now for three hours, and cannot figure out how to get it open so I can wear it on my wrist! I'm hoping the seller will give some kind of instructions so that these bracelets can actually be worn.",pos
"I'm an experianced programming who was looking for a book with lots of technical depth on ADO. Whilst there are some good chapters in this book, generally the topics covered are not examined in detail, mainly because the coverage is too broad (eg. covers ADSI, Exchange etc etc). Everytime I use this book I find myself having to search MSDN to really get the details I need. aarrgghh!",neg
These shoes are cute just not super comfortable,neu
Picture appears that they are white with pattern: they are not. They are clear and the sun comes shining through so I returned them.,neu
"Good for the price, but not very scratch resistant lenses.",pos
Overpriced mouse that offers scant support for Mac users,neu
Spent More than I needed to!,neg
"You will get the exact same information contained in this book as you will on the DASH diet pages of the NIH & NHLBI websites. Nothing new, and the few recipes in the book are slight variations as those found on the NIH & NHLBI websites. The grocery/pantry list of things to buy list is pitiful - no brand names to look for, just ""no-salt tomatoes"".",neg
I returned mine. Kept getting disconnects.,neg
"The book had events of great interest, however, Beryl did not express other aspects of her life that a reader might want to know. She never mentioned anything about her mother, who was she, etc. Also, although her life was interesting, I began to loose interest and the book became quite tedious to read at times. In addition to this, I found several points about her life that were confusing and seemingly contradictory. I have read many autobiographies that are better than this.",neg
"I had been shooting with a K200D for about 4 years. While it was a good camera, it needed improvement in a few areas, specifically high ISO performance, focus speed and accuracy, and live view. The K50 offered all these things. With about 500 shots through the new camera, I can say it has exceeded my expectations, especially in the focus and live view areas. Low light performance is much better than the old camera but still not what the high end units offer. I also got the 18-135 lens and LOVE that as well. It has become my go to lens for almost all situations, replacing the 55-300 which I used to use about 80 percent of the time. That lens still performs well on the new camera but the shorter zoom is much more versatile and very sharp when stopped down one or two stops. The controls are different than the K200D, especially the two control wheels rather than one. I am getting used to this and will love it when it becomes second nature. I also like the quicker access to ISO and other settings that is available. Am using the AA battery adapter with Energizer Lithiums and continue to get excellent performance from them. Very pleased, would buy the camera again and would recommend to a friend.",pos
"I got this book as a gift and I thank God becasue, if I had actually paid money for it, I think I would have sued the publisher.This book is unfunny and the cartoon artwork looks like it was drawn by a 5-year-old.Save your money and buy a vegi-burger.",neg
"This is a tough one to review adequately. On the one hand, it is a clear and apparently authoritative introduction to an interesting subject.On the other, it is--hyperbolic, touting each advance as earth-shattering and each contributor to the field as the greatest or most unfairly ignored mathematician, biologist, etc.--repetitive, including analogies that, while sometimes helpful, often become longer and more convoluted than the exposition--self-aggrandizing, with loving attention to details of the author's autobiography that only a mother could pretend to be interested in--amazingly badly read, like an unskilled and condescending teacher reading to kindergarteners.4 for the topic and 2 for its presentation (4 for clarity and 1 for everything else).If Scientific American hasn't published the 15-page article and the topic interests you, my guess is that this is a book that reads much better in hard copy than the Audible recording.",neu
Works better than two passive 16 ft cables with a powered USB 2.0 hub in the middle.,pos
"Beware! This is a wonderful film, not yet available on DVD, but at least one of the VHS versions being sold has been colorized--which is a hideous and disrespectful thing to do to a great old black and white film. It would be helpful if Amazon could include this information on its sale pages. (In this case, the reproduced VHS box cover does include the word ""colorized"", which I didn't notice.) Since they don't, before buying a VHS, if getting the original B&W matters to you (and I hope it does), then inquire carefully of your seller. I got a VHS from Video Treasures, it was colorized, and I returned it.",neg
"This is an awesome case! But it arrived with these awful marks on it. I was so excited to receive the case, the I turned it over and ugh, there are black ink like marks that ruin it.",neg
Display cannot be shut off,neg
"Having recently enjoyed historical fiction set in the early 20th century (_The Somnambulist_, _The Alienist_, _Vienna Blood_), Lehane's latest book was recommended to me. While I enjoyed Lehane's writing tremendously (more on that in a bit), the interaction of fictional characters with real people seemed a bit forced. Certainly there was much going on in 1918 - 1919 (the Influenza Pandemic, the Red Scare, the Great Migration, revolution in Russia and labor unrest in the United States, the Black Sox controversey, the Boston Police strike) Lehane apparently felt the need to include all of this in a sweeping epic, his characters wrestling with these monumental changes as their lives intersect with the well-known and soon-to-be-famous.The story revolves around an African-American, Luther, who left his family in Tulsa for Boston after he was involved in a crime. There, his path crosses Danny Coughlin, a Irish Boston police officer and son of a prominent police captain. As the turbulent events of the early 20th century swirl around them, Lehane includes these characters into the great events of the day. That these characters come into contact with so many prominent figures: Babe Ruth, J. Edgar Hoover, John Reed, Eugene O'Neil, the Black Sox, Calvin Coolidge, James Storrow - was a bit contrived for my tastes. As a previous reviewer noted, it felt as if Lehane had a check list and was simply ticking off personalities and events as he wrote.Still, Lehane writes beautifully: ""And then the rain came, a fat pouring of it, clattering and hissing, streaming off bare heads."" (p621); ""It was hard work ... Kind of work made your shoulders tighten hard against your neck, the cartlidge under your kneecaps feel like rock salt, dug hot stones into the small of your back and the edges of your spine."" (290). His way with words were a real joy to read. Lehane also captures the frustration of the working class as they struggled to organize unions, the bitter enmity between American-born citizens and immigrants, between whites and blacks, the fear of terrorists and agents provocateur. Frequently I caught myself smiling at the similarities between the issues Lehane shows at the beginning of the 20th century and those at the beginning of the 21st. This could have been a ""great American novel.""In the end, however, I came away thinking he bit off more than he could chew - the Influenza Pandemic, for example, was a major event of the time, but Lehane gives it a scant 40 pages as a plot device. Similarly he includes the Great Migration as merely a back-drop to the personal conflict his characters wrestle with. Lehane should have either gone all-out (ala _War and Peace_) with the scope and scale of events and made the novel truly an epic, telling the reader something about the common man and great events, or narrowed it down considerably. As it is, the historical events and characters serve as almost one-dimensional backdrops for his fictional characters to walk in front of, and the theme ""the little guy gets stepped on by big money"" was flat.I did enjoy the book, in spite of my three-star review. Were I able to give half stars, I would do so, as there is much to like and enjoy about the story and Lehane's writing in particular. I wish Lehane had tried to do more with his characters and events and less with those who became famous.",neu
"The premise behind this book is a great idea, but poorly executed by Maxwell. The characters are shallow and repetitive - how many times did she work in Anne Boleyn's sixth finger?! I kept waiting for Elizabeth to have some interesting reflection about her mother, but none came. Someone else should write what this book could have been.",neg
Disappointingly loud,neg
"Ever since my wife bought me the fighting agents two weeks ago, I have been on a tear regarding griffin's books. The reason is simple: enjoyable characters. In the Brotherhood series, I am currently reading The Majors. Other than ""mouse"" who I could care less about, I am facinated by Lowell and what may come of him. I could do without all of the drinking (that's all they seem to do) and Griffin's constant references to previous novels. I'll be the first to agree he is no Clancy. But, his books move smoothly for the most part and develop their characters well. I look forward to the remainder of this series and also to the Corps series which I have yet to read.",neu
"Wild Cards has an interesting premise, but in this, the first volume, it fails to realise it's full potential. The main problem with this mosaic novel is the lack of continuity of characters throughout the book. As each chapter/story is written by a different author, they all seem to want to introduce several of their own characters into the story, and whilst these characters provide interesting plot lines, they never seem to interlace with other characters that were introduced earlier in the book, leaving you to ask; what's the point of having all these characters at all? There's only one character that appears consistently throughout the novel, and therefore he is the only one that provides any sort of interest.As each chapter/story is written by a different author, you have to constantly adjust to the authors style. This added to the fact that in each chapter the story jumps to a whole new set of characters, you can become confused and lose yourself very easily.The book, as a whole, is a hit and miss affair. For example, the story ""The Long, Dark Night of Fortunato"" by Lewis Shiner really is quite awful and to be frank, rather stupid. ""Shell Games"" by George R. R. Martin is very good indeed (though it lacks the sharp dialogue of his brilliant ""A Song of Ice and Fire"" series). ""Strings"" by Stephen Leigh is a taut web of a story with a few suprises and is easily the best in the book.Overall, the first volume of 'Wild Cards' is slightly disappointing with some major teething problems. However, the book is, in most parts, still immensely enjoyable due to the mostly accomplished storytelling of its authors, and the premise certainly has a lot of potential.",neu
It might be a little heavy for here in Florida. Fit is good. Very attractive.,pos
"Primarily because this book is too basic. Any claims by the author to reply back to email*s* (again, emails, not one!) have been false.Please don't write any such books just to rip us off... please!",neg
Equivalent to or better than Eneloop in my experience,pos
The skull prints are ridiculously enlarged and the neck gaiters run very big. I will probably have to take them in to actually use them. The prints are very vibrant but overall I'm a little dissapointed.,neu
The software on this thing is a nightmare. I ...,neg
"They look fine ... However, they DO NOT FIT OVER my glasses. I have basic black rim prescription glasses. They are NOT extremely large, they fit an average woman's face. I caution",neu
Very thick and the white print show on low cut shoe. Skinny legs had hard time keeping them up,neg
Good mask for Halloween. It does smush your nose but overall looked legit for being fake.,neu
"I ordered this for my 1 year old daughter. She loves Yo Gabba Gabba and we purchased the Foofa one in store for her sister last year. The size is probably for a 4 to 5 year old, but my 1 year old has a large head. The quality of the hat is great! It's nice and warm and very well made. My only problem is that when I took it out of the package there was small food specks on it in various places. Whomever packaged it must've had something on their hands. I washed it clean, no stains in sight. Had it not been for this I would've given 5 stars",neu
"First an antecdote.I was at school (I am 16), and a friend told me about a presentation about creationism so I went. It was the author of this book giving a speech with a slide show about his book. The person was Dr. Nicholas Comminellis. First of all, he clearly didn't do research. He presented two slides that I knew to be false. First, a slide about how Darwin denounced evolution on his deathbed, and second a slide about the place with the dinosaur footprints and human footprints together. That site is now known to be a hoax. The entire thing was a brainwashing seminar. In addition, he doesn't understand evolution at all (or if he does, he is twisting it to attack it). For example, he argues that the transitionary body part of two wings is one wing. One wing doesn't help the organism so the two wings wouldn't have arose. The problem is the transition of two wings is smaller or more primitive wings. Not one wing. Anyone who actually did research (even look in a biology book) could have figured that out. To anyone who doesn't know how an argument should be constructed, it needs a claim, warrant, and impact. The claim is what you are trying to prove. The warrant is why it is true. The impact is why the claim matters. If you don't have a warrrant the claim doesn't matter b/c the impact doesn't logically follow. If you don't have the impact the claim doesn't matter b/c there are no consequences of your argument being true. Here is an example.Claim: Pancakes are healthyWarrant: Pancakes have vitaminsImpact: We should all eat pancakes b/c they are healthyIf I forgot the warrant I haven't proved that pancakes are healthy so the impact (eathing pancakes) doesn't follow. If I forget the impact, the claim doesn't matter. Pancakes are healthy, so what.This book uses so many appeal to authority arguments, it is scary. It has a quote by someone with their claim and impact but the only warrant is that someone wrote it. The author must have 20 excerpts that show highly improbable odds for evolution but Dr. Comninellis only includes there claim. He doesn't give a methodology for the stats. Most of his other arguments have no impact. Comninellis has a good rhethorical style but his logic is terrible.",neg
Shoe Is already torn up. Wore first on June 5th and it's now Aug 3rd. Shoe has been torn up for 3 weeks now,neg
"I had to bought this book for a class I'm attending. I first read the preview available for this book and I was kind of nervous to buy this book but I had no choice, it was necessary. The only thing I want to say is that book should not be consulted except if it is really necessary... There is virtually no links between the parts of chapters and even between the chapters. You never know what the author is trying to explain. The information is always partial, there is plenty of references to paliated this lack of usefull information. Nevertheless, I think that it is not to complicated to understand. This is mainly why I have deceided to give it 2 stars. I strongly not recommend this book to anyone: students, teachers and professionnals. There must be many better book out there! In fact, I don't think that any book can be worst. I haven't read all the book yet but I'm pretty sure that the last chapters won't be more exciting than the first half.",neg
"Once I got used to the narrative form of this book, I did enjoy the plot in the begining. However, I felt that the characters remained one dimensional and could have been developed more. The ending was a disappointment. It was almost like the author got tired of writing and wanted to wrap up everything in a nice neat bow wrapped package. I feel that the plot could have also been developed further. I did enjoy the portrayal of strong black men, however.",neg
"This is.a typical Grisham book. Lawyer wants money and lawyer finds money. Has lots of lawyer friends who handle divorce, medical malpractice and other ambulance chasing activities.One thing about Grisham, he may not ever win an award for his writing, but his stories are readable. The book, like his others is fast paced and a quick read.Shakespeare he is not; Chaucer, Hemingway and Fitzgerald have nothing to worry about - Grisham will never displace their literary positions. But, if you want a light read where the story telling is good, John Grisham has several novels that pass the teat. While I would not count this as his best (I reserve that for ""A Time to Kill""), the story in ""The Summons"" is interesting and I could see it really happening.",neu
Perfect to wear under scrub top. I wish it came in cotton material.,pos
This book was the most exhaustive writing I have found on this subject matter. Dr. Paula Price has done extensive reasearch so I didn't have to. It is a must read for anyone exploring the topic of the prophetic office.Prophetess Angela A. Johnson,pos
"Pros: Good construction Rounded edges Cons: No tool-less drive bays Rear facing drive bays, inconvenient for adding drives after assembly Mediocre air flow Poor cable management No backplate cutout No painted interior Small This is not a gaming case, period. For the price you can do a lot better, I recommend the Corsair 300R. This case will not fit any serious graphics card, and forget about SLI or CrossFire. The drive bays face front-to-rear instead of sideways, which is extremely inconvenient for adding new drives after assembling the computer. The air flow is mediocre and case-fan placement is very limited. I will say that this case is well made, but the design is fairly poor. Go with a 300R, it will suit your needs much better if you are not a gamer.",neu
"Installing was quick and painless on my MBP. I had to download the latest EyeTV Lite package from the Pinnacle site since my computer is running Leopard, and used the included serial number to activate. The included antenna picked up all my local digital channels with ease. The card is wide but they thought ahead and included a small USB extension cable so that you don't lose the adjacent port. EyeTV Lite, though, is a bit lacking on certain features. I couldn't find a way to manually tune in a digital channel that wasn't found during the scan and the deinterlacing on 1080i channels was disappointing at times. I upgraded to the full version of EyeTV 3.0, which also works perfectly with Leopard. The full version has a few deinterlacing options, allows manual tuning of digital channels and has some neat features such as remote scheduling through TitanTV. I've been recording shows flawlessly. The quality is great and (at least with the full version; I didn't try with Lite) editing out commercials for archiving is fairly easy. The USB stick itself is the same as the Pinnacle PCTV Pro 800e, so if you download the drivers for that plus the free WatchHDTV program you can also use it with Windows, if you dual boot. I recommend this product, though it seems Pinnacle has updated the PCTV Pro with a newer tuner chip for better reception and hopefully will update this product soon as well.",pos
"These are so short they are way up when your glasses are off your face. I guess usable for float trips where it's a glasses life jacket, but as a glasses chain, it's a fail.",neu
too cool,pos
"This text is written for the cancer/nutrition specialist and assumes an adequate background in state of the art nutrition and cancer science. This is not a text for the uninitiated, however, it does not go far enough to inform the specialized reader in the wealth of knowledge available on nutrient signaling molecules and their role in normal cell cycle controls. It pays lip service to the role of non-calorie nutrient signal processing in health and disease while holding firm to status quo pharmaceutical medicine. This is to be expected and, while not terribly disappointing, it was informative. This makes this text a great way for an orthodox physician to become acquainted with nutrition as applied to oncology. It also can give the academically prepared nutritionist insight into the cellular mechanisms of cancer where nutritional therapies may have their actions. No text of this magnitude is without merits. Given the cost of this text, I would still buy it and read it and be all the better for the experience.",neu
